image,cow_id,station,cam,date,time,n_keypoints_detected,kp_withers_x,kp_withers_y,kp_back_x,kp_back_y,kp_hook_up_x,kp_hook_up_y,kp_hook_down_x,kp_hook_down_y,kp_hip_x,kp_hip_y,kp_tail_head_x,kp_tail_head_y,kp_pin_up_x,kp_pin_up_y,kp_pin_down_x,kp_pin_down_y,angle_withers_back_hip,angle_back_hip_tail,angle_hip_tail_pin,angle_hook_up_hip_hook_down,angle_pin_up_tail_pin_down,dist_withers_back,dist_back_hip,dist_hip_tail_head,dist_tail_head_pin_up,dist_tail_head_pin_down,dist_hook_up_hook_down,dist_pin_up_pin_down,dist_withers_tail_head,dist_withers_hip,ratio_withers_back,ratio_back_hip,ratio_hip_tail_head,ratio_tail_head_pin_up,ratio_tail_head_pin_down,ratio_hook_up_hook_down,ratio_pin_up_pin_down,ratio_withers_hip,ratio_hook_to_pin_width
20260101_052211_baia19_IPC2.jpg,,baia19,IPC2,20260101,052211,8,150.5515899658203,269.4115295410156,513.86962890625,271.6502990722656,970.1121826171875,40.82334899902344,989.5123291015625,484.63348388671875,1049.339599609375,273.8711853027344,1233.57275390625,266.03131103515625,1316.5501708984375,138.34494018554688,1346.6549072265625,376.9473571777344,179.88458278560702,177.32566484592206,125.45466036604567,145.37672157103978,101.42799495704419,363.32493653551177,535.4745762970024,184.39988820687387,152.27954895992877,158.39805141308142,444.2339490771158,240.49409253430667,1083.026438929369,898.7990736580315,0.3354718993699529,0.49442428831778873,0.1702635148862693,0.1406055692513522,0.14625501808586183,0.41017830508022074,0.22205745297598484,0.8298957821810367,1.847171979967639
20260101_052324_baia14_IPC3.jpg,,baia14,IPC3,20260101,052324,8,84.34380340576172,214.63052368164062,455.0069885253906,213.08322143554688,966.3639526367188,10.438687324523926,962.5640258789062,449.8585510253906,1032.203857421875,221.25445556640625,1207.7471923828125,224.32290649414062,1248.0,143.35092163085938,1237.5174560546875,356.71295166015625,178.94975690299287,179.80965503468332,115.43148486925566,145.71353885657948,140.89392606416257,370.66641464700984,577.2547050749147,175.5701507668767,90.42538832521404,135.69595667577062,439.4362935150589,213.61938017368178,1123.445199664722,947.8831987502696,0.32993724549949616,0.5138254231245005,0.1562783398952378,0.08048936285650636,0.1207855592033037,0.3911506263467084,0.1901466847136236,0.8437289144438495,2.0570993753365365
20260101_053404_baia22_VIPWX.jpg,,baia22,VIPWX,20260101,053404,8,114.94711303710938,306.82147216796875,393.4481201171875,349.873779296875,787.9788818359375,107.70915985107422,825.69677734375,484.4345703125,852.0958251953125,330.2143249511719,1060.333740234375,279.0111083984375,1142.4136962890625,117.08224487304688,1182.8486328125,343.4302978515625,168.7580211244953,168.6401296741701,130.69423929983003,154.21156153862006,90.85576060729203,281.80899931290236,459.06885269924544,214.44066462581677,181.54359263979552,138.41867963980556,378.6088674725778,229.93134883877696,945.7955863802788,737.5197959362406,0.297959731860701,0.4853785102298694,0.22673045604549477,0.19194802265317587,0.1463515812857168,0.4003072893600388,0.24310892559645314,0.7797877327371073,1.6466169984417844
20260101_054214_baia15_IPC3.jpg,,baia15,IPC3,20260101,054214,8,181.1393280029297,223.50045776367188,557.4434814453125,184.1553497314453,963.10009765625,0.0,968.3763427734375,434.7597351074219,1036.2391357421875,196.2321319580078,1174.6971435546875,224.78102111816406,1235.2940673828125,142.71353149414062,1244.9500732421875,356.4320068359375,172.58615295233784,169.79424400356368,114.79075183135629,143.67729548659398,115.47288914801234,378.355459091125,478.94793792490685,141.37064405202798,102.01499904730078,149.22284064491672,434.7917501899183,213.9364979417456,993.5586407890003,855.5344778487653,0.38080838267449124,0.4820530145503711,0.1422871668045314,0.10267637445766573,0.15019027012478756,0.43761055698196477,0.21532347378294184,0.8610810099435823,2.032340224192653
20260101_055311_baia19_IPC2.jpg,,baia19,IPC2,20260101,055311,8,122.43418884277344,338.91033935546875,394.7873229980469,369.1306457519531,790.0899047851562,129.80332946777344,820.79541015625,537.0614013671875,859.1318359375,358.21905517578125,1078.494873046875,319.8129577636719,1152.8253173828125,178.82064819335938,1203.906494140625,408.86004638671875,172.3222195876808,171.41544352294892,127.7286723704656,151.08304542477902,97.57824603587363,274.02462773060705,464.4727004958203,222.69973140593922,159.38584100587084,153.80981339824544,408.4139630170871,235.64254993554505,956.251400973864,736.9506426766557,0.2865612823694013,0.4857223738682032,0.23288826680843314,0.16667775947156718,0.16084662803275657,0.42709894343804444,0.2464232206045004,0.7706662096663405,1.7331927664541058
20260101_055315_baia15_IPC3.jpg,,baia15,IPC3,20260101,055315,8,63.837379455566406,175.12196350097656,469.92742919921875,150.07452392578125,1077.6842041015625,0.0,1067.14599609375,460.7345886230469,1157.1083984375,178.33377075195312,1373.3065185546875,210.5402069091797,1419.0,141.27581787109375,1385.7757568359375,389.6315002441406,174.11562229659793,173.88198692084288,114.93981442155574,138.32338289765053,142.60450624217992,406.861773493253,687.7617825340734,218.58380926353018,82.97861071030556,179.52485413363692,460.8550910879299,250.56814502407624,1309.9480440914883,1093.2757367890374,0.3105938249447375,0.5250298175078151,0.1668644876790732,0.0633449632484128,0.13704730881761498,0.3518117326611644,0.19128097954286213,0.8345947319973873,1.8392405429016043
20260101_055714_baia13_IPC3.jpg,,baia13,IPC3,20260101,055714,8,72.04624938964844,302.22869873046875,332.80938720703125,285.6444396972656,754.468017578125,74.03565216064453,772.1983032226562,510.5482177734375,820.5149536132812,297.04248046875,1047.263427734375,293.59442138671875,1129.2635498046875,180.44418334960938,1149.4150390625,409.857421875,175.02214919607442,177.789995605181,126.80209482618558,150.7511901533331,102.76575150826262,261.2899762563573,487.8387385571892,226.77468912486134,139.73902957799822,154.7644564474363,436.87250195783616,230.29658384356358,975.2554002331384,748.4866719334834,0.26791953799373475,0.5002163929987669,0.23252851414168024,0.14328454838044793,0.15869120684739532,0.44795701910843067,0.2361397678890169,0.7674775979241488,1.896999489382769
20260101_055907_baia17_IPC1.jpg,,baia17,IPC1,20260101,055907,8,79.62031555175781,236.3087615966797,403.40631103515625,255.7147216796875,890.36474609375,44.85481643676758,884.6163940429688,483.43853759765625,946.90185546875,259.309326171875,1149.572998046875,256.9220886230469,1213.5087890625,159.60870361328125,1216.228515625,384.4266357421875,176.94904844361517,178.9462106767607,123.98013133383688,149.7004247744494,119.09551076596154,324.36701767892276,543.5074314125095,202.68520157386234,116.4374522001085,143.87622305184718,438.6213902885173,224.83438242246729,1070.1512285792103,867.5864772180161,0.3031039062671261,0.5078790893265608,0.18939865335010456,0.10880467086385263,0.1344447580954188,0.4098686041512604,0.21009589712004478,0.8107139010342211,1.9508643898793954
20260101_060104_baia22_VIPWX.jpg,,baia22,VIPWX,20260101,060104,8,46.37528991699219,261.31207275390625,256.9851989746094,298.63421630859375,656.68994140625,78.28242492675781,706.9791870117188,431.3390808105469,750.1668701171875,291.25909423828125,954.70361328125,244.26808166503906,1031.1575927734375,93.834716796875,1057.3585205078125,314.85919189453125,169.09420294089358,167.9179344321472,129.87962295747067,139.16808576108755,97.57372362039597,213.8912718947982,493.23681247098546,209.8652771823397,168.74657995275047,124.58384654972919,356.6202609042445,222.57202700774508,908.4882171266511,704.4284296196978,0.23543648432919623,0.5429204288757704,0.23100495221181572,0.18574437925728843,0.13713314515378147,0.3925425274442812,0.24499164965693399,0.775385322935338,1.6022690079191075
20260101_062707_baia24_VIPWX.jpg,,baia24,VIPWX,20260101,062707,8,67.54071044921875,191.31072998046875,479.6337890625,176.77395629882812,1038.5968017578125,0.0,1038.562255859375,476.073974609375,1113.462646484375,203.50616455078125,1318.54150390625,225.8023681640625,1359.0,159.02810668945312,1328.301025390625,391.2572937011719,175.5646413678322,176.21022627520205,115.00681909917273,144.4370871118392,145.41260951184552,412.34939460370646,634.3923324400645,206.2873201557154,78.0749121142476,165.74251308609504,476.0739758627717,234.24948738938767,1251.4761916771367,1045.9930329136462,0.3294904028906103,0.5069152227258101,0.16483519345203382,0.06238625443574545,0.13243760783333725,0.380409934307078,0.18717854078826993,0.8358073768162404,2.032337321922949
20260101_063104_baia22_VIPWX.jpg,,baia22,VIPWX,20260101,063104,8,143.91114807128906,664.4243774414062,263.6568603515625,665.2744750976562,583.9695434570312,498.552734375,598.63037109375,809.6309814453125,633.9808349609375,661.114013671875,828.8495483398438,684.106689453125,888.0967407226562,557.7405395507812,886.5172119140625,745.4291381835938,178.94958203021463,172.6270782740393,108.39043877109746,149.51112204419954,111.63959925421115,119.74872974497555,370.34734454260695,196.22048464299542,139.56587565156323,84.17839473647763,311.42353101095614,187.69524492646627,685.2211362535262,490.08086732334766,0.17475924691947842,0.5404785768394358,0.28636081734991237,0.20368005052302562,0.12284850872628703,0.45448617173964695,0.27391922840077215,0.715215630975548,1.6591977656810812
20260101_063307_baia17_IPC1.jpg,,baia17,IPC1,20260101,063307,8,63.98511505126953,238.05999755859375,382.6143493652344,258.4801940917969,889.00390625,27.226459503173828,898.531005859375,493.2376708984375,962.4096069335938,259.16143798828125,1191.2796630859375,250.8997344970703,1269.207275390625,132.56333923339844,1300.071044921875,386.0766906738281,176.40038435318695,177.8653255846832,125.43330291160217,147.17366004475292,107.80669063826493,319.2829049384858,579.795657789886,229.01912223164612,141.69056144821243,173.51764821765494,466.1085868904885,255.38518286744227,1127.3676671225478,898.6722641776701,0.2832109827607633,0.5142915436538422,0.20314501551759612,0.12568265489630218,0.1539139832354205,0.41344860286810164,0.22653229315976225,0.7971421306337518,1.8251199292655214
20260101_065514_baia15_IPC3.jpg,,baia15,IPC3,20260101,065514,8,99.72662353515625,192.0614471435547,485.21331787109375,167.582275390625,989.4874877929688,0.0,996.95849609375,426.8896789550781,1070.7633056640625,184.72882080078125,1228.3187255859375,213.40672302246094,1285.2930908203125,126.81304931640625,1265.84423828125,348.4124450683594,174.68918110402635,171.3613804138988,113.02702241152073,139.30180782899933,131.1235200539057,386.2631504036567,585.8009834609775,160.1440989315391,103.65588560120754,140.12390619798055,426.9550491133698,222.45123075118497,1128.7939376226946,971.0643673047617,0.34219102134544527,0.5189618440852972,0.14187186305129512,0.09182888226660116,0.12413594857985294,0.3782400267072322,0.19706983120380692,0.8602671709505099,1.9193197883041853
20260101_070216_baia19_IPC2.jpg,,baia19,IPC2,20260101,070216,8,123.00712585449219,212.6049346923828,504.2245788574219,204.07040405273438,1018.4235229492188,0.0,1019.2849731445312,478.3957214355469,1093.1627197265625,221.6415252685547,1287.892578125,232.9053192138672,1347.7008056640625,148.19082641601562,1342.3934326171875,380.83056640625,177.00857382211072,178.39844622519217,121.91151826631408,145.31300683611983,124.55243203422367,381.3129747166755,589.2002020291412,195.05535318446908,103.69941837523255,157.64587497713396,478.3964970443203,232.70027252107496,1165.062325596011,970.197678976048,0.32728976496738676,0.5057241909592467,0.16742053098720241,0.08900761452584352,0.13531110869668456,0.41061880256027244,0.19973203785645754,0.8327431568776579,2.05584846060287
20260101_120714_baia15_IPC3.jpg,,baia15,IPC3,20260101,120714,8,55.83799743652344,230.3211212158203,375.9813232421875,241.0491943359375,900.7384033203125,19.752098083496094,910.37548828125,484.61456298828125,987.5445556640625,247.4415283203125,1206.697509765625,247.57611083984375,1280.513916015625,130.72621154785156,1306.80322265625,389.90283203125,178.6795834944157,179.4363260634939,122.24623141076565,141.10739899218055,112.59788863052503,320.3230254146307,611.5966392844716,219.15299542533322,138.2127374600972,174.00588874643447,464.9623475980576,260.50652246890166,1150.9888582368217,931.86384144017,0.27830245542543963,0.5313662551185466,0.19040409805621367,0.12008173360758914,0.15117947276482835,0.40396772242463297,0.22633279254150795,0.809620210283942,1.7848395625240558
20260101_121317_baia19_IPC2.jpg,,baia19,IPC2,20260101,121317,8,91.75505065917969,340.9139404296875,342.2401123046875,354.9027404785156,730.9920043945312,105.67933654785156,777.7588500976562,524.0,809.9436645507812,348.9222106933594,1045.856201171875,297.4187927246094,1136.335205078125,150.49185180664062,1162.900634765625,372.59991455078125,176.07093017648472,168.41726212669604,133.9404952299032,151.60115956477912,91.0886843038243,250.87537271394325,467.7417872289429,241.4691015377799,172.55137239494644,139.1100302434136,420.92673391941446,223.69111200590115,955.0920548740501,718.2332612154327,0.2626714057913786,0.48973476937846055,0.25282285650425906,0.180664650610774,0.14565091347321313,0.4407184959516001,0.2342089549005826,0.7520042257184807,1.8817320462348548
20260101_130115_baia15_IPC3.jpg,,baia15,IPC3,20260101,130115,8,60.03544616699219,229.44606018066406,452.24383544921875,231.0664825439453,1007.3726806640625,6.817627906799316,1005.8555908203125,510.8661804199219,1081.146728515625,241.3216552734375,1270.7347412109375,254.14340209960938,1312.0,169.62522888183594,1280.952392578125,402.3258056640625,179.30251023382823,177.06521309427725,112.15454416486855,146.9301308392164,150.0319770199348,392.2117366831263,628.9865002327215,190.02108238148847,94.05393764748956,148.53425573112702,504.0508355832456,234.76267241919825,1210.9511723095063,1021.1803370112826,0.32388732564262396,0.5194152453175537,0.15691886405220068,0.07766947156763672,0.12265916176276943,0.41624373229015343,0.19386634059857485,0.8432877892703998,2.147065504021864
20260101_134508_baia18_IPC1.jpg,,baia18,IPC1,20260101,134508,8,168.7457733154297,177.0104522705078,499.778564453125,161.47361755371094,931.9970092773438,0.0,921.3656005859375,423.9554748535156,982.9920043945312,182.49903869628906,1165.45068359375,182.91024780273438,1204.9520263671875,131.10023498535156,1216.4971923828125,328.6343994140625,174.82136413640623,177.6376646991271,127.19374073030441,150.0704412248552,123.37200534673387,331.3971967917503,483.67064917589306,182.4591425718444,65.1508519440995,154.40619942992308,424.088754282678,197.87126364097782,996.722371455681,814.2647293156415,0.33248696556068597,0.485261154988934,0.18305914244241223,0.06536509444344946,0.15491394981374582,0.42548333059215876,0.1985219448340396,0.8169423629234227,2.1432559052746254
20260101_134608_baia18_IPC1.jpg,,baia18,IPC1,20260101,134608,8,136.06051635742188,186.97508239746094,497.13275146484375,170.92611694335938,971.8207397460938,0.0,949.54345703125,439.0010986328125,1027.3291015625,189.10397338867188,1208.2099609375,204.0496063232422,1247.58984375,163.76556396484375,1213.666015625,354.69415283203125,175.49136336056807,177.24017926850246,129.6262940875722,146.35143293649705,133.5760245790135,361.4287319204386,530.5078737604399,181.49726508147015,56.3345297225376,150.74331801307713,439.56596993622406,193.9189319315421,1072.2853961892151,891.2711277441416,0.33706393205103485,0.4947450330348681,0.16926208799121162,0.05253688050097889,0.14058134014396015,0.4099337466484141,0.18084637972382048,0.8311883486538394,2.2667511911183644
20260101_141507_baia16_IPC1.jpg,,baia16,IPC1,20260101,141507,8,82.36840057373047,300.9438171386719,314.6756286621094,335.8172607421875,716.2927856445312,99.9760513305664,749.5409545898438,492.5926513671875,787.7044067382812,324.4730224609375,1000.9055786132812,286.0548400878906,1075.5321044921875,142.04251098632812,1107.5487060546875,367.3898620605469,170.08882355559547,171.1589127853834,127.60788160320628,149.56483071002745,99.93920864265546,234.91020686822802,473.16478802888327,216.6349381464633,162.19947379079812,134.11988081480123,394.0218716804083,227.6103939010235,918.6578411348156,705.7283507804235,0.25571022893359735,0.5150609583263166,0.23581678449383803,0.17656135562989758,0.14599546731035715,0.42891036688227047,0.24776405720312253,0.7682167605608625,1.7311242466886152
20260101_141607_baia18_IPC1.jpg,,baia18,IPC1,20260101,141607,8,44.4819450378418,652.5672607421875,286.53057861328125,664.2422485351562,642.778076171875,455.4574890136719,673.2808837890625,832.374267578125,723.9260864257812,643.22216796875,928.857421875,664.8566284179688,1003.3819580078125,558.663330078125,1005.8099975585938,741.8624877929688,174.4871642289773,171.22227735120478,119.0341291411368,141.6377237254961,99.95934582756934,242.3300360163868,437.9003014860494,206.07013885550967,129.73404756695882,108.86505997068802,378.1490172351849,183.21524708246406,884.4608598399487,679.5084046760117,0.27398616153601035,0.4951042170088696,0.23298955127624296,0.146681502209646,0.12308635114773553,0.4275474861641864,0.20714907284378703,0.7682741379861342,2.063960414085965
20260101_144207_baia22_VIPWX.jpg,,baia22,VIPWX,20260101,144207,8,66.37327575683594,325.149658203125,313.4557800292969,364.98504638671875,726.8678588867188,127.83788299560547,764.6738891601562,520.7096557617188,815.5546875,360.0290222167969,1014.2481079101562,315.9656677246094,1089.69140625,160.32264709472656,1119.1011962890625,391.6603088378906,170.27588510761427,168.0616552191893,128.364270917011,141.524532377197,99.9655477142717,250.2730949768438,502.12336637408794,203.52064888701412,172.9636988942732,129.32072082950657,394.68661715521165,233.19959153252464,947.919323102338,749.9929051234275,0.26402362403348134,0.5297110778697338,0.21470250044163505,0.182466687490028,0.13642587262201533,0.41637152818394546,0.24601206647978444,0.791199089252512,1.6924841701541498
20260101_144207_baia23_VIPWX.jpg,,baia23,VIPWX,20260101,144207,8,59.848175048828125,255.05670166015625,381.71624755859375,276.3171691894531,907.260986328125,38.43427276611328,928.0823974609375,506.4942321777344,1000.0703125,278.5838623046875,1233.4493408203125,266.1394958496094,1306.084716796875,131.40338134765625,1339.3388671875,398.4046630859375,176.43093852137432,176.73770567910876,121.3810893336042,141.3409692817459,112.99093261842249,322.5694709372169,618.3582194223989,233.7105755335036,153.06769219642666,169.43041715796235,468.5228455112621,269.06416143382484,1173.6534942764124,940.5164512337059,0.27484216807626793,0.5268660830798554,0.1991308138843758,0.13041983255100079,0.14436153258540807,0.399200315762804,0.2292534915509367,0.8013578588743167,1.7413052820358361
20260101_145909_baia17_IPC1.jpg,,baia17,IPC1,20260101,145909,8,53.79471206665039,252.00205993652344,392.87451171875,279.04278564453125,943.9591674804688,17.033950805664062,967.2579345703125,521.7088012695312,1041.027099609375,276.98736572265625,1281.085205078125,256.6048583984375,1364.9893798828125,110.63735961914062,1390.8720703125,387.8291320800781,175.25876540234904,175.32854821074537,124.74404340720764,142.74913168524898,110.19206024726795,340.1563043351155,648.1558469537782,240.92185580820046,168.36395472172657,171.09344166643248,505.212368453736,278.397543782116,1227.299124089164,987.5485064129938,0.2771584348579743,0.5281156274227808,0.1963024751500575,0.13718249399605603,0.13940647256096506,0.411645668555885,0.22683756414209763,0.8046518465055531,1.8147156098802852
20260101_150814_baia21_IPC3.jpg,,baia21,IPC3,20260101,150814,8,69.85401153564453,327.941650390625,357.7666015625,366.56756591796875,817.1908569335938,104.74195098876953,840.97509765625,550.2003784179688,890.6498413085938,351.9600830078125,1107.7569580078125,309.2911376953125,1193.1947021484375,157.73944091796875,1222.175537109375,406.8030700683594,170.78870193182377,170.451347609559,130.53112675538645,149.38365244743787,101.026651777171,290.4920323284232,533.0834135098028,221.2603421662574,173.9756446170867,150.33358972214486,446.09292829459696,250.7440530911878,1038.0705023838245,821.1471727273075,0.27983844224581805,0.513532955888478,0.21314577541521051,0.16759521074683184,0.14482021151445773,0.4297327852686204,0.2415481920692085,0.7910321802243928,1.7790768028000523
20260101_151814_baia13_IPC3.jpg,,baia13,IPC3,20260101,151814,8,100.2329330444336,318.1278991699219,372.79022216796875,359.1089782714844,779.5841064453125,65.6255874633789,823.6375122070312,506.0,853.966064453125,332.4227600097656,1089.0133056640625,263.6870422363281,1185.961181640625,80.26952362060547,1223.8839111328125,322.53125,168.27479690553133,166.87370158542626,134.1600076875115,154.51070494224913,85.71238847101428,275.6209801497318,481.91528865967894,244.89141368921509,207.46295281692082,147.14863576275997,442.57239608473185,245.21190321936302,990.2779570309924,753.8686731981785,0.2783268860957851,0.4866464867142313,0.2472956324539806,0.2094997180780708,0.14859326587853627,0.44691734572345004,0.2476192683865715,0.7612697706191444,1.8048569024351684
